setting,dataset,holdout,seed,seed_group,evidence_strategy,k,delta_threshold,promotion_detection_v1,promotion_detection_v2,delta_promotion_detection,v2_ood_validation_alarm,selected_champion,selected_reason,desired_champion,selection_correct,final_attack_detection,final_ood_alarm,feasible,review_cost,review_pool_size,confirmed_attack_count,estimated_label_efficiency,review_rate_attack_report_only,review_rate_ood_report_only,promotion_uses_final_attack_eval,promotion_uses_final_ood_eval
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R1_kcenter_confirmed_attack_validation,16,0.1,0.9375,1.0,0.0625,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.10",V1,True,0.9294545454545454,0.0036,True,16,4090,16,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R1_kcenter_confirmed_attack_validation,16,0.2,0.9375,1.0,0.0625,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.20",V1,True,0.9294545454545454,0.0036,True,16,4090,16,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R1_kcenter_confirmed_attack_validation,32,0.05,0.9375,1.0,0.0625,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,32,4090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R1_kcenter_confirmed_attack_validation,32,0.1,0.9375,1.0,0.0625,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.10",V1,True,0.9294545454545454,0.0036,True,32,4090,32,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R1_kcenter_confirmed_attack_validation,32,0.2,0.9375,1.0,0.0625,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.20",V1,True,0.9294545454545454,0.0036,True,32,4090,32,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,4,179,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,4,179,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,4,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,4,179,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,8,179,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,8,179,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,8,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,8,179,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,16,179,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,16,179,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,16,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,16,179,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,32,179,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,32,179,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R2_V2_high_V1_low_disagreement_review,32,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,32,179,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,4,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,4,6090,1,0.25,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,4,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,4,6090,1,0.25,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,4,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,4,6090,1,0.25,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,8,0.05,0.5,1.0,0.5,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,8,6090,4,0.5,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,8,0.1,0.5,1.0,0.5,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,8,6090,4,0.5,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,8,0.2,0.5,1.0,0.5,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,8,6090,4,0.5,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,16,0.05,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,16,6090,9,0.5625,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,16,0.1,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,16,6090,9,0.5625,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,16,0.2,0.4444444444444444,0.8888888888888888,0.4444444444444444,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,16,6090,9,0.5625,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,32,0.05,0.47058823529411764,0.8823529411764706,0.4117647058823529,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,32,6090,17,0.53125,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,32,0.1,0.47058823529411764,0.8823529411764706,0.4117647058823529,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,32,6090,17,0.53125,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R3_near_threshold_uncertainty_review,32,0.2,0.47058823529411764,0.8823529411764706,0.4117647058823529,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,32,6090,17,0.53125,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,4,0.05,0.75,1.0,0.25,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,4,6090,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,4,0.1,0.75,1.0,0.25,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,4,6090,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,4,0.2,0.75,1.0,0.25,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,4,6090,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,8,0.05,0.375,1.0,0.625,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,8,6090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,8,0.1,0.375,1.0,0.625,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,8,6090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,8,0.2,0.375,1.0,0.625,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,8,6090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,16,0.05,0.5,1.0,0.5,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,16,6090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,16,0.1,0.5,1.0,0.5,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,16,6090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,16,0.2,0.5,1.0,0.5,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,16,6090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,32,0.05,0.65625,1.0,0.34375,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,32,6090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,32,0.1,0.65625,1.0,0.34375,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,32,6090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R4_representation_shift_high_review,32,0.2,0.65625,1.0,0.34375,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,32,6090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,4,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,4,6090,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,4,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,4,6090,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,4,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,4,6090,4,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,8,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,8,6090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,8,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,8,6090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,8,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,8,6090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,16,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,16,6090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,16,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,16,6090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,16,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,16,6090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,32,0.05,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,32,6090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,32,0.1,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,32,6090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,43,main_42_46,R5_hybrid_active_review,32,0.2,0.0,1.0,1.0,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.20,V1,False,0.9243636363636364,0.0156,False,32,6090,32,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,4,0.05,1.0,1.0,0.0,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.05",V1,True,0.9294545454545454,0.0036,True,4,4090,4,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,4,0.1,1.0,1.0,0.0,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.10",V1,True,0.9294545454545454,0.0036,True,4,4090,4,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,4,0.2,1.0,1.0,0.0,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.20",V1,True,0.9294545454545454,0.0036,True,4,4090,4,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,8,0.05,0.875,1.0,0.125,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,8,4090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,8,0.1,0.875,1.0,0.125,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.10,V1,False,0.9243636363636364,0.0156,False,8,4090,8,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,8,0.2,0.875,1.0,0.125,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.20",V1,True,0.9294545454545454,0.0036,True,8,4090,8,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,16,0.05,0.9375,1.0,0.0625,0.0095,V2,V2 OOD validation <=1% and promotion delta >= 0.05,V1,False,0.9243636363636364,0.0156,False,16,4090,16,1.0,0.014545454545454545,0.0016,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,16,0.1,0.9375,1.0,0.0625,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.10",V1,True,0.9294545454545454,0.0036,True,16,4090,16,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,16,0.2,0.9375,1.0,0.0625,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.20",V1,True,0.9294545454545454,0.0036,True,16,4090,16,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,32,0.05,0.96875,1.0,0.03125,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.05",V1,True,0.9294545454545454,0.0036,True,32,4090,32,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,32,0.1,0.96875,1.0,0.03125,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.10",V1,True,0.9294545454545454,0.0036,True,32,4090,32,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R0_random_confirmed_attack_validation,32,0.2,0.96875,1.0,0.03125,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.20",V1,True,0.9294545454545454,0.0036,True,32,4090,32,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R1_kcenter_confirmed_attack_validation,4,0.05,1.0,1.0,0.0,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.05",V1,True,0.9294545454545454,0.0036,True,4,4090,4,1.0,0.009454545454545455,0.0136,False,False
primary_lowood,primary_lowood,primary_lowood,44,main_42_46,R1_kcenter_confirmed_attack_validation,4,0.1,1.0,1.0,0.0,0.0095,V1,"V2 OOD validation >1%, no confirmed attack evidence, or promotion delta < 0.10",V1,True,0.9294545454545454,0.0036,True,4,4090,4,1.0,0.009454545454545455,0.0136,False,False
